link,date,build_type,rooms,level,furniture,area,price_base,price_additional,location_approximation,location,animals,shower,bath,balcony,dishwasher,induction_stove,deposit,whole_text
https://www.otodom.pl/pl/oferta/2-pok-strzegomska-42f-blisko-magnolia-bez-prowizji-ID3Tiwq.html,07.01.2023,blok,2,3,True,50.0,2700.0,,Zobacz na mapie,Strzegomska 42,,False,False,False,True,False,3500,"/I speak English - for English version please scroll down/  Szanowni Państwo, mam do wynajęcia od 1. lutego ładne klimatyzowane mieszkanie 2-pokojowe w pełni rozkładowe, w budynku z 2008 r. z windą w centrum miasta - ul. Strzegomska 42F.  W pobliżu: Magnolia Park - 800 m, Lidl - 750 m, Millenium Towers - 50 m, Green Towers / Medicover - 400 m, Business Garden Wrocław - 600 m, Silver Tower - 750 m, Dworzec Mikołajów - 200m, Dolmed - 300 m, Rynek - 3 km, obwodnica śródmiejska - 2 km, obwodnica autostradowa - 5 km, przystanek tramwajowy (3, 10, 20, 23, 31, 32, 33), przystanek autobusowy (102, 106, 107, 109, 132, 142, 148, 149, 206, 243, 249, 253, 609).  Mieszkanie składa się z 2 niezależnych pokoi 17m2 i 13m2, kuchni, łazienki z WC i przedpokoju. Mieszkanie w pełni umeblowane tak jak na zdjęciach (sofa w dużym pokoju rozkładana do spania, łóżko 2-osobowe w małym pokoju) jak i wyposażone w sprzęt AGD (lodówka, płyta grzewcza, piekarnik, mikrofalówka, pralka), TV LCD 32"" i internet. Klimatyzacja w dużym pokoju. Internet Moico KISS 100MB/s. Pod domem duży parking zamykany na szlaban dostępny tylko dla mieszkańców.  OPŁATY - do ceny najmu (2700 zł) należy doliczyć: - czynsz (~600 zł) - rachunek za prąd (~150 zł) - rachunek za internet (50 zł)  Kaucja zwrotna - 3500 zł  Serdecznie zapraszam do obejrzenia mieszkania. Mieszkanie bez pośredników, od właściciela :) Pozdrawiam Jakub Jędrzejczak tel. 533820423  ENGLISH VERSION  Dear All, I have a very nice 2-rooms air conditioned flat to rent since 1. February, in a building from 2008 with elevator.  Nearby: Magnolia Park - 800 m, Lidl - 750 m, Millenium Towers - 50 m, Green Towers / Medicover - 400 m, Business Garden Wrocław - 600 m, Railway station Mikołajów - 200m, Dolmed - 300 m, Market Square - 3 km, Central ring road - 2 km, A4 ring road - 5 km, Trams stop - 3, 10, 20, 23, 31, 32, 33, Bus stop - 102, 106, 107, 109, 132, 142, 148, 149, 206, 243, 249, 253, 609  The flat consists of 2 independent rooms (17 & 13 sq meters), kitchen, bathroom with toilet, corridor. The flat includes furniture as per the pictures (in large room sofa with sleeping function, in small room large bed) as well as household appliances (fridge, cooker, microwave, wash machine), TV LCD 32"" & internet. Air conditioning in big room. Internet 100MB/s.  PRICE – apart from rent price for the owner (2700 PLN) you need to add: - rent price for building administration (~600 PLN), - electricity price (~150 PLN), - internet price (50 PLN).  DEPOSIT – 3500 PLN.  Offer without real estate agency – directly from the owner. I invite you to watch the flat. I speak English & German.  Regards Jakub Jędrzejczak phone: +48 533820423 Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-40m2-w-nowej-papierni-od-juz-ID4jO4d.html,07.01.2023,loft,1,2,True,40.0,2800.0,,ul. Tadeusza Kościuszki,,ie dla osób niepalących i bez zwierząt.,False,False,False,True,False,4000,"Duża, umeblowana i wyposażona kawalerka, usytuowana na 2 piętrze apartamentowca z windą z 2016 roku, w ramach osiedla Nowa Papiernia, przy ul. Kościuszki (pogranicze Starego Miasta i Krzyków). Osiedle bardzo kameralne (zaledwie 4 budynki), zamknięte, z ochroną, monitoringiem, ciszą i spokojem w środku miasta. Mieszkanie posiada balkon oraz komfortowe miejsce postojowe w garażu podziemnym.  Wykończenie w podwyższonym standardzie, na wyposażeniu poza zabudową kuchenną z AGD (płyta, piekarnik, okap, lodówka, zmywarka, pralka) pojemna szafa wnękowa w przedpokoju. Ponadto narożnik z funkcją spania, łóżko dwuosobowe, stolik kawowy, stół z dwoma krzesłami, regał, szafka rtv, telewizor i żelazko. W całym mieszkaniu ogrzewanie podłogowe plus dodatkowo grzejnik w łazience.  Czynsz najmu za mieszkanie to 2800 zł, dodatkowo istnieje możliwość wynajęcia miejsca podziemnego.  Koszty eksploatacji - czynsz za mieszkanie 686 zł (media miejskie) + 50 zł internet + prąd według zużycia (przy dwóch osobach pracujących na home office wychodziło ok. 110 zł).  Wyłącznie dla osób niepalących i bez zwierząt. Wymagana kaucja 4000 zł. Umowa najmu na minimum rok.   Mieszkanie dostępne od zaraz!   Około 20 minut pieszo do Rynku. W pobliżu pełna infrastruktura - mnóstwo sklepów, punkty usługowe, markety, restauracje, kawiarnie, dogodna komunikacja miejska - tramwaje i autobusy.   Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-CID3-IDR2uKp.html,07.01.2023,Apartamentowiec,Kawalerka,2,Tak,26.0,2500.0,750.0,Fabryczna,,,False,False,False,False,False,,"Ładny apartament o podwyższonym standardzie przy ulicy Władysława Zarembowicza .  Antresola z łóżkiem , pojemna szafa w przedpokoju, pralka, wyposażenie kuchni.  Więcej informacji telefonicznie."
https://www.olx.pl/d/oferta/mieszkanie-dla-studentow-wroclaw-CID3-IDSxUQ2.html,07.01.2023,Apartamentowiec,2 pokoje,5,Tak,54.0,3500.0,500.0,Stare Miasto,,,False,False,False,False,False,,"Wynajmę mieszkanie Wrocław Stare Miasto , ul. Tęczowa . Piętro 5/6 , winda , miejsce parkingowe - garaż podziemny, Rozkład nieruchomości : przedpokój, sypialnia, łazienka, salon z aneksem kuchennym, balkon .Opłaty : cena najmu 3500,00  , miejsce postojowe w garażu 150,00  , opłaty dodatkowe (czynsz, woda , ogrzewanie )- ok 500,00 , energia elektryczna według zużycia . Powierzchnia całkowita 54m2"
https://www.olx.pl/d/oferta/sienkiewicza-2-pokoje-50-mkw-ogrzewanie-miejskie-pl-grunwaldzki-5-min-CID3-IDSdKEL.html,07.01.2023,Blok,2 pokoje,4,Tak,50.0,3000.0,400.0,Śródmieście,,,False,False,False,False,False,4000,"Mieszkanie 2 pokojowe na 4 piętrze, po remoncie, blok 7 piętrowy, z windą,z 2000 roku. Atrakcyjna lokalizacja vis a vis Ogrodu Botanicznego. Do pl. Grunwaldzkiego , placu Bema, Ostrowa Tumskiego 10 min pieszo, Możliwość domeblowania, wstawienia łóżek, tapczanów, szaf, biurka,krzeseł. Budynek ciepły, podłączony do miejskiego ogrzewania. Opłata za wynajem 3000 zł, zaliczka za media 400 zł przy 2 osobach, dodatkowo prąd wg licznika. Kaucja 4000 zł, możliwość wpłaty w 2 ratach. Bez prowizji."
https://www.otodom.pl/pl/oferta/apartament-3-sypialnie-salon-kuchnia-2x-garaz-ID3RaHu.html,07.01.2023,szeregowiec,4,2,True,113.14,5200.0,,ul. Agrestowa,,,False,False,False,True,False,6000,"You can call me.  Apartament 4 pokojowy na drugim piętrze kameralnego osiedla – 3 sypialnie, salon, antresola (możliwość użytkowania, jako 5 pokój), aneks kuchenny, łazienka i prywatny garaż dwustanowiskowy dwie kondygnacje pod mieszkaniem. Każda sypialnia wyposażona w klimatyzację.  Powierzchnia: 90,93m2 (użytkowa 81,04m2) + antresola 32,1m2 (powierzchnia po podłodze) + garaż 35,61m2.  Powierzchnia 113,14m2 = 81,04 + 32,1m2 garażu - analogicznie liczona jak w przypadku domów szeregowych.  Pełne wyposażenie mieszkania jak na zdjęciach. W pobliżu osiedlowy plac zabaw, zieleń i cisza. Bardzo dobrze rozwinięta okoliczna infrastruktura komunikacyjna oraz rekreacyjna (restauracje, tereny sportowe, ścieżki spacerowe oraz siłownie zewnętrzne na samym osiedlu).  Czynsz – 350zł + media (woda, prąd, ogrzewanie gazowe – zgodnie z licznikami Kaucja – 6000zł  Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, pralka."
https://www.olx.pl/d/oferta/nowoczesna-kawalerka-dla-wymagajacych-klimatyzacja-rekuperacja-CID3-IDQwr0B.html,07.01.2023,Loft,Kawalerka,3,Tak,22.0,1700.0,500.0,Psie Pole,,,True,False,False,False,False,2000,"Bardzo ładne, zadbane, nowoczesne, mieszkanie do wynajęcia od zaraz przy Parku Technologicznym BIERUTOWSKA PARK. Lokale usługowe, kawiarnie, doskonała baza komunikacyjną, handlową i usługową. Bez pośredników. Mieszkanie jest dopiero co wykończone. W mieszkaniu znajduje się wysokiej klasy sprzęt AGD, Internet i pełne wyposażenie dzieki temu można od razu zamieszkać.   Istotne jest również wielkie okno zajmujące niemal całą ścianę oraz KLIMATYZACJA + REKUPERACJA dzięki którym w mieszkaniu jest zawsze świeże, czyste powietrze o takiej temperaturze, w jakiej najlepiej się czujemy. Okolica cicha i spokojna, dużo zieleni, dlatego mieszkanie idealnie nadaje się dla osób ceniących sobie komfort i chcących się zrelaskować po długim dniu pracy. W okolicy sklep, poczta, plac zabaw, szkoły, blisko komunikacja miejska (300 m autobus), LIDL, Centrum Handlowe Korona. Do centrum dojazd ok 15min. Dla osób zmotoryzowanych znajduje się miejsce parkingowe, a do obwodnicy zaledwie 3 km. Świetne dla Managera czy pary.   Szczegółowy opis: Całość 22m2. Składa się z pokoju dziennego z kuchnią, łazienki z przysznicem i przedpokoju.  Mieszkanie całkowicie umeblowane (w mieszkaniu m. in. sztućce, talerze, garnki, sprzęt kuchenny, czajnik, kino domowe, pralka, itd.) W pełni umeblowana i wyposażona kuchnia (nowa zabudowa kuchenna z wysokiej jakości sprzętem AGD - lodówka, płyta, mikrofala, okap kuchenny). Przestronna szafa. Łazienka z kabiną prysznicową, pralką. W łazience ciekawe oświetlenie (lustro z podświetleniem - wygoda dla kobiet). Przedpokój umeblowany    Mieszkanie można obejrzeć w dowolnym terminie.   Całość w bardzo atrakcyjnej cenie - 1900 (pierwszy miesiąc promocja 1700 PLN) + 500 czynsz (już z wodą i ogrzewaniem). Internet gratis. . Kaucja 2000zł."
https://www.otodom.pl/pl/oferta/pierwszy-najem-nowe-z-oddzielna-kuchnia-ID4jIqV.html,07.01.2023,apartamentowiec,2,2,True,49.12,2500.0,,ul. Odolanowska,,,False,False,False,True,False,,"Film Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.olx.pl/d/oferta/do-wynajecia-1-pokojowe-krawiecka-CID3-IDSy06n.html,07.01.2023,Apartamentowiec,Kawalerka,5,Tak,28.0,3500.0,400.0,Stare Miasto,,,False,False,False,False,False,,"Do wynajęcia eleganckie mieszkanie 1 pokojowe o powierzchni 28 m2 w centrum Wrocławia, przedpokój, pokój z aneksem kuchennym , łazienka z pralką, wyposażenie kuchni, szafa, łóżko. Mieszkanie bardzo jasne, na ostatniej kondygnacji, rolety rzymskie w oknach."
https://www.olx.pl/d/oferta/krzyki-2-pokoje-57m2-lux-taras-park-CID3-IDPFU5E.html,07.01.2023,Blok,2 pokoje,Parter,Tak,53.0,3399.0,299.0,Krzyki,,"Umowa min 1 rok, bez zwierząt,  osoby niepalące",False,False,False,False,False,,"Do wynajęcia od zaraz mieszkanie Vivaldiego obok park 57m2 , w pełni umeblowane  Umowa min 1 rok, bez zwierząt,  osoby niepalące  Czynsz 3390plus 550 zarzadca plus prad Wolne od 02.01.2022"
